Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
29.6,68.4,22.3,31.8,26.2,6.2,1.55,5.9,582,Moderate
33.8,64.8,12.6,21.7,21.3,8.3,1.5,5.2,593,Moderate
37.7,63.6,24.2,32.1,24.3,13.2,1.59,5.6,600,Moderate
24.1,55.2,7.8,11.6,17.7,6.1,0.95,10.9,461,Good
26.4,72.7,2.4,6.2,20.3,9,0.94,10.1,431,Good
26.4,46.2,18.3,27,23,2.2,1.07,16.8,254,Good
43.7,76.2,56.6,64.2,23.2,12.3,1.4,5.6,390,Moderate
25.1,48.7,8.6,17.9,17.5,4.2,0.98,19.7,403,Good
44.3,81.8,58.8,67.8,39.8,11.3,2.51,9,795,Poor
38.1,79.6,32,40.8,27.7,11.6,1.45,6.3,411,Moderate
31.7,52.4,11.2,22,32.4,13.3,1.52,7.3,460,Moderate
21.7,67.5,35.7,42.5,16,4.5,1.16,10.1,231,Good
43.3,62.4,23.3,47.6,39.7,10.8,2.98,2.8,586,Hazardous
25.6,64.6,56.7,67.9,28,6.9,1.6,9.4,334,Moderate
23.6,54.1,15.8,19.2,21.2,6.4,0.86,13.1,377,Good
25.5,51,10.2,14.7,14.7,6.1,1.07,11,214,Good
25.2,58.1,7.9,13.3,23.3,5.6,0.93,10.4,526,Good
25.9,57,3.6,18.9,22.5,9.8,1.52,6.9,352,Moderate
50.7,68,39.7,60.8,35.2,29.7,2.77,4.7,862,Hazardous
32.2,42.8,24.8,37.3,26.9,16.8,1.16,5.8,453,Moderate
31.5,73.7,5.3,20.6,32.5,8.7,2.22,10.7,569,Poor
39.9,78.7,71.9,85.2,39.7,16.3,2.54,3.3,957,Hazardous
34.5,78.6,20.7,37.6,26.7,14.1,2.35,4.6,702,Poor
30.1,78.3,38.7,45.7,35.3,9.2,1.46,5.8,562,Moderate
32.3,78.2,25.8,39.1,31.5,7,1.5,5.2,380,Moderate
31.5,49.1,36.6,40.4,26.6,7.9,1.58,6.6,318,Moderate
44.4,104.7,6.6,32.3,45.7,15.6,2.72,4.1,888,Hazardous
40.3,110.3,21.7,36.2,43.1,23.4,2.3,5.8,746,Hazardous
38.4,100.3,44.3,63.7,26.9,14.9,1.88,3.4,605,Poor
40.4,71.5,30.1,46.8,43.9,18.1,2.13,5.3,790,Hazardous
28.1,91.6,6.4,13.5,37.9,10,1.26,7.2,331,Moderate
29.9,86,31.7,41.8,29.7,3.2,1.38,6.4,498,Moderate
31.9,69,85.7,103.6,25.8,12.5,1.65,5.2,621,Moderate
32.3,76.8,19.1,38.4,23.9,12.6,1.69,6.2,674,Moderate
31.5,80.1,26.2,28,14.9,7.3,1.21,7.6,317,Moderate
34.7,54.2,64,74.2,18.1,13.7,1.57,9.6,592,Moderate
18.1,62.9,23.2,26.6,12.7,5.1,0.92,12.2,476,Good
31.1,83.6,15.4,25.6,34.7,6.7,1.43,6.4,376,Moderate
26,44.9,17.3,23.7,17.1,4.1,0.84,11.7,435,Good
24.1,83.6,49.8,60.3,28.4,9.6,1.54,6.4,543,Moderate
42.9,53.3,0.6,14.2,19.7,9.4,1.7,7.2,604,Moderate
35.5,79.7,98.5,115.3,18.1,15.9,1.67,5.8,563,Moderate
40.9,94.6,19.1,45,50.8,27.7,2.39,2.8,697,Hazardous
18.3,70.2,15.9,23.1,18,7.4,1.16,10.2,399,Good
27.7,71.7,34.5,43.9,21.7,8,1.6,8.2,385,Moderate
37,60.4,1.3,17.8,32.1,19.7,2.22,4.8,407,Poor
26.4,74.6,73.9,86.5,24.4,7,1.65,5.1,603,Moderate
24.2,67.6,19.4,35.1,24.2,9.6,1.91,6.2,422,Poor
29.4,91,25.4,47.2,37.6,19.6,1.66,3.7,675,Poor
46.3,76.9,117.4,124.5,42.4,40.5,2.4,3.5,789,Hazardous
25.7,78.6,6.2,10.6,22.3,3.8,0.97,10.1,322,Good
24.6,84.2,8.3,22.1,36.4,11.7,1.36,7.9,329,Moderate
31.6,60.9,18,35.8,17.9,11,1.34,7.9,458,Moderate
37.8,73.1,0.2,26.8,37.5,25.7,1.28,2.8,631,Hazardous
45.3,85.9,23.3,50.1,33.3,19.9,2.45,7.9,715,Hazardous
25,64.5,6.9,15.4,17.8,8.3,0.87,11.3,329,Good
43,65.1,21.8,47.5,25.1,23.8,1.7,4.6,569,Poor
26.2,44.5,12.4,17.9,13.3,0.5,0.76,14.8,296,Good
20.2,58,2.8,5.5,17.2,1.8,1.01,13.3,312,Good
26.8,82.3,25.1,35.7,15.4,9.4,1.72,11.7,332,Moderate
28.6,42.3,12,22.5,27.8,13.3,1.35,5.2,648,Moderate
18.9,41.8,4.4,10.2,25.7,1.9,0.96,10.1,564,Good
30,39,8.7,13.1,15.1,6.2,0.95,11.8,492,Good
35.6,75,29,41.8,32.2,11.9,1.95,5.8,748,Poor
39,60.5,31.6,37,44,20.1,2.3,5.1,406,Poor
44.9,84.2,2.9,16.2,33.4,17,1.93,4.4,701,Hazardous
27.8,78.7,16.8,21.9,13.5,4.6,1.08,12.3,293,Good
31.6,61.2,2.4,8.6,15.3,5.1,0.97,10.2,501,Good
24.4,53.1,3.6,10.5,15,7,1.04,10.2,353,Good
27.5,45.4,31.3,34.7,14,7.1,1.04,11.3,573,Good
30.3,94.9,15.4,28.7,32.9,10.2,1.48,7,620,Moderate
38.1,82.6,5.1,13.8,25,9.9,1.5,6.7,582,Moderate
20,72.8,3.6,8.3,26.2,6.5,0.95,11.1,516,Good
26.6,77.5,6.3,11.5,11.8,7,1.15,10.1,245,Good
24.7,59.9,2.4,8,23.1,6.9,1.06,11.4,356,Good
32.9,49.7,42.5,40.5,21.1,13.9,1.7,5.7,374,Moderate
30.7,50.1,23.6,44.2,28.9,12.7,1.56,6.4,659,Moderate
24.2,71.6,5.9,11.1,19.5,2.7,1.13,10.5,547,Good
27.2,71.6,10.7,24.4,31.4,15.4,2.09,4,434,Poor
24.1,39.7,9.6,14.8,23.9,4.6,0.92,13.4,350,Good
25.8,78.8,11.4,19.7,23.1,7.5,0.92,10.6,547,Good
25.1,49.8,0.1,6,22.4,3.3,0.73,11.8,510,Good
26.4,56.9,4.9,8.9,10.7,6.3,0.99,10.2,276,Good
38.4,99.1,31,52.7,32.7,18.1,2.13,4.7,646,Poor
27.2,79.2,56,59.4,20.1,5,1.94,5.7,541,Moderate
26.9,86.9,14,25.2,24.3,14.6,1.39,7.8,328,Moderate
27,86.2,40.4,50.4,30.1,21.9,1.99,9.8,581,Poor
34.6,52.4,72.4,82.4,17.6,9.4,1.43,9.2,343,Moderate
35.1,67.6,14.2,25.5,25,5.6,1.52,5.1,345,Moderate
35.1,100.9,48.5,69.4,44.6,3,2.82,3.1,830,Hazardous
32.5,69.6,38.3,48.2,33.7,10.6,1.24,6.1,358,Moderate
28.7,67.8,58.9,68.3,21.3,7.4,1.15,10.5,614,Good
28.8,58,6.3,36.4,42.2,1.9,2.43,3.5,505,Poor
25.7,69.6,3.8,7.4,25.1,4.6,0.97,10.2,310,Good
24.9,54.3,21.7,38,18.9,9.1,1.45,9.6,437,Moderate
24.3,40.8,10.6,16.6,13.2,7.3,0.85,14.3,398,Good
23.4,54.9,13.7,18.9,22.6,5.3,1.12,13.5,269,Good
32,63.8,53.7,62.1,27.2,6.8,1.49,17.1,345,Moderate
19.2,69.6,5.6,15.1,15.2,4.8,1.08,10.6,509,Good
27.2,68.6,1.5,11.8,29.7,21.9,1.91,7.9,410,Poor
25.1,53.9,3,10.4,15.6,5.9,0.89,11,201,Good
27.1,87.7,23.2,36.1,24.4,10.5,1.55,6,376,Moderate
33.7,83.3,10.2,32.2,33.6,27.7,2.53,11.9,541,Poor
34.8,71.8,43.9,67.2,42.7,25.6,2.39,14.3,501,Poor
24.4,65.5,2.5,9.2,19.2,6.1,1.12,11.5,393,Good
18.7,66.1,45.5,51.5,22.7,6.3,1.03,17.2,384,Good
30.4,102.2,24.6,30.2,35,19.3,1.93,5.5,758,Poor
28.5,53.4,19.2,25.1,13.5,2.8,1,14.6,262,Good
24.6,78.6,8,12.4,23.1,4.4,0.98,10.1,501,Good
25.2,75,20.4,25.4,13.9,4.9,0.91,10.2,390,Good
36.1,87.2,76.7,98.2,35.3,27.6,2.5,3.5,771,Hazardous
34.6,71.4,20.4,32.4,22.9,7,1.64,7.6,514,Moderate
26.5,82.2,23.9,34,19.7,5.7,1.31,5.2,438,Moderate
22.7,80.1,0.2,14,20.6,11.9,1.51,5,376,Moderate
22.2,60.1,19.6,22.5,17.6,7.5,0.97,12.1,558,Good
34.2,93.5,65,77.5,26.1,13.1,1.3,5.6,438,Moderate
21.7,61.4,0.6,4.7,13,4.5,1.12,12.2,489,Good
32.7,68.5,0.8,13.2,18.2,4.6,1.38,12.3,478,Moderate
26.7,65.2,2.7,7,17.6,6.8,1.02,11.1,510,Good
39.3,96.3,25.2,62.4,34.3,29,2.23,4.1,623,Hazardous
32.3,75.4,81.6,111.5,35.8,17.3,1.84,4.5,454,Poor
26,52.7,3,11.4,16.9,3.8,0.92,10.5,457,Good
23.3,66.1,0.8,5.2,18.4,5.7,0.89,10.3,492,Good
23.6,67.4,17.9,28.8,25.6,7.3,1.71,6.2,670,Moderate
26.4,64,25.7,31.6,32.1,12.5,1.64,10,589,Moderate
39.4,80.3,37.6,53.3,39,13.6,1.99,4.4,448,Poor
30.6,57.1,6.5,16.8,21,8.8,1.74,5.3,543,Moderate
33.8,84.6,8,23.7,27.8,12,2.94,3.6,839,Hazardous
30.8,83.8,0.1,1.3,32.5,5.1,1.53,5.7,601,Moderate
27.3,47.6,17,23.5,12.9,2.5,0.93,10.7,571,Good
25,82.2,34.6,40.2,10.8,10.3,1.01,14.2,608,Good
41,98.3,96.1,122.2,47.2,27.7,2.97,4.1,686,Hazardous
28.8,58,3.7,3.6,24.5,3.1,1.11,10.9,519,Good
23.1,53.9,9.2,12.1,15.8,0.5,0.99,10.6,365,Good
27.4,67.3,41.8,52.9,22.4,12.4,1.65,9.6,446,Moderate
39.2,77,121.6,121.2,30.1,22.4,2.8,8.1,734,Hazardous
56,53.6,6,21.7,40.5,9.1,2.46,9,718,Poor
43.2,64.6,31.2,48.6,36.7,14.7,2.3,3.4,540,Poor
42.4,102.6,18.2,38.5,46.7,6.6,2.67,9.5,720,Hazardous
42.6,99.7,18.3,34.1,35.9,34.6,2.61,3.4,832,Hazardous
26.1,67.9,19.4,21.4,16,-1.4,1.11,13.4,528,Good
26.8,88.6,16,28.5,44.6,19.1,2.13,6.7,484,Poor
25.4,83.8,21,27.7,22.3,11.3,1.3,16,388,Moderate
23.3,48,10.8,16.7,22.9,3.2,0.97,11,272,Good
40.1,58.4,5,13.4,27.5,10.3,1.91,4.7,616,Poor
47,66.5,44.2,78.1,46.5,20.9,1.91,5.4,673,Hazardous
36,59.4,18.1,20.1,29.2,10,1.29,13.4,527,Moderate
42.5,109.7,19.8,45.8,24.2,18.3,2.81,4.9,873,Hazardous
28.7,60.5,14.2,16.3,23.6,3.1,1.09,13.3,454,Good
40.9,106.7,156.8,172.3,30.5,24.7,1.7,5,862,Hazardous
23.5,41.3,5.4,8.4,24.9,7.9,1.12,10.7,360,Good
25.7,46.4,1.3,5.7,24.6,8.5,0.92,11.1,494,Good
35.5,82.5,2.5,13.1,21.4,11.7,1.33,6.2,692,Moderate
19.5,51.5,2.1,9.5,17,2.8,0.95,11.9,471,Good
32.3,69,1.1,13.5,23.9,9.9,1.39,5.8,461,Moderate
25.5,68.4,54.1,64.4,30.8,0.7,1.81,5.7,671,Poor
37.5,58.7,5.6,22.7,22,9.2,1.56,9.6,467,Moderate
28,45.1,12.5,13.4,26.1,6.5,0.94,10.3,409,Good
27.8,53.7,7.8,16.9,29.7,7.9,1.31,5.6,613,Moderate
26.3,49.5,1.6,5.6,22,1.2,1.05,11.2,207,Good
39,77.2,37.9,52.4,47.7,18.9,1.7,5.2,617,Poor
37.1,58,15.9,19.3,27,16.2,1.18,7.2,403,Moderate
39.3,79.9,2.4,23.6,54.1,30.2,2.54,5.2,733,Hazardous
22.3,68,28.8,43.1,29.5,13.8,1.97,9,612,Moderate
28,52.5,7.1,15.8,24.7,2.4,1,13.2,554,Good
25.5,59.8,7.7,13.1,16.4,2.6,1.05,13,244,Good
24.9,93.1,12.5,18.1,25,2.9,2.26,8.6,473,Poor
40.4,79.3,29.1,43.9,31.1,18,1.85,6.6,615,Poor
31.2,65.8,7.1,16.2,22.4,5.3,1.4,6,495,Moderate
30.9,92.5,24.3,29.7,34.9,18,1.64,9.1,678,Poor
21.4,49.5,7.6,15.3,22.7,7.8,0.92,12.5,576,Good
34.4,86.5,52.9,63.7,25.5,8,1.78,7.6,375,Moderate
30.1,59.5,3.9,8.3,19.6,-0.4,1,15.3,488,Good
40.7,67.9,12.1,30.6,35.9,18.9,2.24,5.5,504,Poor
19.8,61.8,20.4,28.4,25.2,5.4,1.07,11.8,504,Good
23.6,53.4,13.5,20.5,15.8,2.5,0.98,11.3,235,Good
32.9,62.6,17.1,30.6,21.9,14.6,1.4,5.2,533,Moderate
25.7,77.2,87.5,98.2,27.9,12,2.49,5,541,Poor
42.1,74.2,0.7,16.8,32.9,31.7,2.73,3.3,526,Hazardous
23,38.2,22.6,27.7,15.7,6.9,1.11,10.2,340,Good
27.2,46,4.5,8.3,24.2,6.1,1.06,12.5,545,Good
39,107.1,23.9,45,46.1,25.8,2.65,3.4,756,Hazardous
31.3,68.3,26.6,31.6,40.1,19.8,1.51,10.4,568,Poor
22.3,59.6,17.9,23.5,27.9,5.8,1.01,10,359,Good
57.7,77.3,22.8,42.8,33.2,20.4,3.03,3.9,810,Hazardous
25.2,66.5,20.7,25,24.3,4,0.88,14.2,297,Good
22.6,76.7,1.2,6.5,20.9,6.7,1.22,10.7,565,Good
40.2,84.8,61.2,77,35.2,3.9,1.82,2.8,905,Hazardous
35.1,61.5,26,46.4,32,15,1.55,10.5,731,Poor
26.8,54.3,25.1,33.7,27.1,6.3,1.61,9.7,632,Moderate
34.2,99.4,8.9,32,32.3,7.9,1.71,3.3,601,Poor
32.5,74.3,5,18.7,32.3,15.5,1.83,4.8,769,Poor
35.7,102.1,39.7,49.8,19.5,13,2.04,7.2,472,Poor
25.8,47.3,9.4,16.9,34.1,6.4,1.92,5.3,367,Moderate
26.7,72.9,28.7,30.2,32.9,6.4,1.65,8.1,688,Moderate
50.4,93.5,17.1,33.7,42.7,17.6,2.56,3.1,610,Hazardous
43.4,88.4,35.6,48,39.4,14.4,1.78,4.6,639,Poor
26.8,63.4,13.8,21.4,18.8,2.8,1,10.3,303,Good
22.6,47.1,3.1,9.8,11.3,7.8,1.06,14.4,351,Good
25.9,71.3,2.5,4.7,13.3,3.9,1.09,15.4,229,Good
25.3,42.3,10.7,13,11.9,2.3,1,10.2,381,Good
25.6,74.7,3.7,8.6,20.2,1,0.84,14.9,287,Good
20.7,80.4,7.4,19.8,25.5,7.9,1.01,5.5,573,Moderate
41.9,100.5,93.8,116.9,41.8,4.7,2.75,6.9,827,Hazardous
27.8,70.8,3,20.7,30.8,17.7,2.02,3.5,502,Poor
23.1,60,86.4,95.6,28.8,7.9,1.11,5.5,506,Moderate
30.5,82,13.4,26.6,29.8,12.4,1.71,4,473,Poor
21.6,61.6,1.1,6.8,16.2,5.9,1.01,15.6,398,Good
26.8,52,14.8,20.5,26.8,2.2,0.76,10.9,395,Good
20.2,58.7,49.8,55.5,25.3,6.3,0.94,15.1,589,Good
28.3,80.8,3.3,7.9,19.8,2,0.92,10.9,253,Good
26.7,50.1,33.2,43.6,26.9,11.5,1.23,10.8,651,Moderate
26.5,69.5,4,11.9,24.9,5,0.98,13.8,304,Good
32.4,63.5,6.4,14.7,38.5,11.4,1.81,3.8,501,Poor
28.6,72.9,13.8,19.3,19.7,2.9,0.98,10.4,575,Good
30.5,58.2,11.8,24.8,22.9,15.9,1.52,5.1,431,Moderate
39.3,94.3,8,31.4,47.5,19.8,1.79,4.1,827,Poor
25.2,71.5,3.5,9,11.3,5.6,0.88,10,393,Good
33.5,110.4,34,49.8,30.4,2.6,2.06,4.2,706,Poor
21.4,78.9,0.5,6.7,13.1,1.9,1.02,10.7,579,Good
24.3,67,1,4.1,22.2,3.3,0.86,10.9,530,Good
26.2,60.3,19.1,22,15,5.1,0.84,13.5,466,Good
29.8,74.1,1.9,6.8,26,4.2,0.94,10.7,250,Good
35.9,77.2,14.9,21.1,29.4,12.3,1.5,5.4,489,Moderate
35.4,54.8,2.3,6.2,16.5,7.2,1.03,10.9,490,Good
37.2,87.6,1.3,14.3,32.3,1.1,1.7,3.4,663,Poor
21.3,91.2,3,18.5,37.5,14.2,2.76,3.2,764,Hazardous
25.6,78.5,7.8,12.4,13.6,6.1,0.89,10.1,398,Good
34.9,59.2,31.4,41.2,25.3,16.4,1.55,7.2,570,Moderate
32,69.6,8.1,23.1,33.8,7.5,1.48,10,575,Moderate
24.2,58.7,15.8,18.8,28.3,6.3,0.84,14,243,Good
39,76.1,9.4,22,37,14.4,2.45,6.2,533,Hazardous
30.6,71.9,7.7,21.3,16.9,3.5,1.73,5.6,593,Moderate
31.9,61.4,29.5,31.9,28.7,-0.3,1.06,11.1,212,Good
39.3,63.5,135.7,148.8,28.1,16.1,2.05,3.9,714,Poor
44,111,20.6,39.6,34.3,6.6,1.95,4.2,741,Poor
22.2,74.9,0.2,3.5,16.5,4.4,0.88,10.8,243,Good
28.9,55,0.9,7.3,18.2,5.9,1.11,11.3,469,Good
33,87.8,18.1,27.3,19.4,12.2,1.78,5.2,529,Moderate
31.4,53.2,18.5,27.9,28.9,13,1.42,5.7,319,Moderate
42.7,111,33.8,50.7,41.3,21,2.52,4.2,516,Hazardous
26.3,66.5,14.7,24.2,14.6,4.2,1.06,15.6,373,Good
30.9,62,3.5,7.3,31,10.4,1.36,5,297,Moderate
34.7,79.4,64.5,88.3,36.1,20.4,3.1,10.1,425,Hazardous
20.1,64.4,1.5,8,14,7.6,0.85,10.8,512,Good
28.7,80.3,26.8,41,32.8,7.2,1.65,8.8,249,Moderate
20.6,65.7,19,28.4,29.1,14.1,1.45,8,683,Moderate
31,89.4,10.8,17.3,31.3,3.3,2.01,5.9,435,Moderate
28.8,71.7,20,25.6,16.7,6.1,0.97,11.9,539,Good
31.3,86,60.5,65.1,29.3,1.7,1.68,7.8,655,Moderate
24.6,65.7,0.7,3.7,15.4,5.5,1.08,10.4,211,Good
23.3,48.6,18.3,24,20.1,5.1,1.14,10.2,263,Good
23.2,78.4,16.8,19.3,23.9,7.9,1.44,11.4,456,Moderate
30.4,68.6,15.4,29.7,31,11.3,2.06,3.6,609,Poor
20.5,61.9,2.6,4.7,24.8,5.4,0.97,11.3,296,Good
32.3,65.7,8.7,19.1,28.3,11.6,1.36,6.4,322,Moderate
25.9,49.6,1,12.6,23,16.9,1.96,5.5,592,Moderate
24.6,55.8,14.6,24.1,26,12.3,1.93,5.7,579,Moderate
26.9,81,8.9,15.8,27.3,9.5,1.39,5.9,620,Moderate
41.9,79,28.6,45.1,49.6,19.1,2.48,4.8,886,Hazardous
36.7,81,28.5,43.7,22.6,19.7,1.91,5.6,628,Poor
45.9,87.5,25.7,49.6,46.2,22.1,2.86,3.5,571,Hazardous
39.3,59.3,3.3,14.2,22.5,18.6,2.12,4.4,775,Poor
22.1,47.8,9.3,14.9,24.4,7,1.06,10.5,578,Good
32.7,77.8,2.9,11.1,27.8,12.3,1.86,5.7,426,Poor
34.7,85.2,30,42.1,36.6,5.2,1.55,7.6,448,Moderate
21.3,58.5,14.1,20.9,22.7,3.6,1.01,11.6,567,Good
29.8,61,12.4,18.5,21.8,4.8,0.94,10.4,490,Good
45.4,82.6,12.9,29.4,41.6,14.1,2.29,5.1,841,Poor
29.5,82.2,40.6,50.6,25,13.1,1.7,6.6,591,Moderate
22.9,51.9,5.5,9.6,24.2,6.9,1.15,10.3,345,Good
43.1,116.3,104.3,136.6,36.6,15.8,3.72,5.4,688,Hazardous
23.5,43,14.6,19,23.1,1.7,1.14,12.7,297,Good
24.5,59.7,2.8,8.4,19.1,4.3,0.85,10.3,432,Good
23.7,46.8,1.2,6.6,23.4,3.1,1.07,10.4,531,Good
33.9,75.6,9,20.9,32.1,20.4,2.36,3.4,511,Poor
23,70.8,1.2,5.8,22.1,6.7,0.88,12.7,266,Good
24,64.1,21.4,27.3,22.6,5.7,0.94,10.3,296,Good
33.4,50.3,36.7,43.4,35.6,5.3,1.31,5.4,443,Moderate
35.4,71.3,6.3,19.7,34.4,19.2,2.35,5.4,714,Poor
27,54.6,3.7,10.1,15.1,3.1,0.85,15.9,312,Good
26.2,80.8,13.3,15.8,26,7.3,0.98,11.8,602,Good
22.1,56.3,6.8,13.1,25.6,1.5,1.01,11.6,535,Good
43.7,66.8,33.4,36.4,34.5,8,1.79,4.7,608,Poor
46.1,80.1,7.7,10.4,34.4,30.5,1.85,5.7,771,Hazardous
34.9,65.4,16.7,27.2,18.4,12.1,1.67,9.8,351,Moderate
26.2,74.2,5.5,11.7,17.3,3.6,0.83,10.2,383,Good
39.7,79,46,74.8,46.3,14.9,2.24,5.9,730,Hazardous
24,49.5,4.8,15.5,19.6,7.2,1.02,10.2,608,Good
24.7,57.2,10.1,14.7,20.9,3.9,1.1,10.3,355,Good
25.5,56.8,5.6,11.7,24.9,2.5,1.09,11.2,507,Good
24.5,65.2,25,28.4,22,3.8,0.96,11.7,217,Good
19.8,60.6,15,21.7,22.9,3.9,0.99,10.4,382,Good
41.9,84.4,75.7,99.5,30,17.5,2.32,3,680,Hazardous
26.4,51.5,24.8,27.2,21.8,3.7,0.93,13.7,215,Good
37.1,70.6,9.6,28.2,33.2,5.2,2.49,3.7,711,Poor
25.7,68.2,0.7,8.1,22.4,5.3,1.04,13.4,523,Good
30.3,91.8,1,18.8,23.1,4.4,1.31,5.9,359,Moderate
23.9,62.4,0.8,13,26.1,7.2,1.56,6.1,497,Moderate
28.3,51.1,63.7,75.6,32.3,16.4,1.57,7.6,648,Moderate
29.3,92,18.4,42.3,32,26.4,3.1,3.9,515,Hazardous
22.3,73,0.1,8.4,20.7,3.6,1.18,10.3,471,Good
29,64.4,23.5,23.1,35.1,17.3,2.13,5,560,Poor
20.1,67,1.9,8.8,26.6,6.5,1.06,12.6,383,Good
43.8,103.9,12.2,32.6,43.2,25.5,3.36,6.4,722,Hazardous
22.8,62.2,21.4,29.9,23,0.5,1.46,6.8,638,Moderate
30.4,66.4,1.1,0,24,4.3,0.96,11.1,214,Good
29.4,85.8,90.1,94.2,30.5,10.7,1.35,5.6,366,Moderate
25.6,61.4,8.9,8.8,18.1,5.4,1.07,12.1,593,Good
29.4,93.3,149.1,168.1,34.9,11.7,1.79,4.2,793,Poor
28.6,65.4,12.2,14.7,30.5,9.2,1.56,10.3,322,Moderate
29.8,76.9,5.1,11.5,29.6,3.9,1.61,5.6,358,Moderate
22.2,46.8,0.9,5.7,24.3,5.7,0.93,15.6,245,Good
26.9,52.2,9.1,17.4,28,3,0.96,12.1,263,Good
22.8,57.6,7.4,12.6,17.5,7.7,0.86,11.5,509,Good
19.8,76.1,15.9,20.4,25.3,4.2,1.01,10.3,357,Good
19.8,54.8,4.6,17.5,24.3,14.5,1.52,5.6,637,Moderate
20.1,55,8.5,10.7,24.6,6.3,1.07,17.2,431,Good
33,62.1,12.9,30.8,35.3,6.5,2.28,6.6,651,Poor
30.8,60.9,7.2,20,36.1,13.7,1.37,5.1,342,Moderate
41.9,85.5,32.2,37.1,40.9,21.9,2.07,6.1,579,Poor
41.4,79.4,28.4,40.4,28,17.8,1.15,6.4,538,Moderate
34.4,107.9,18.7,33.4,37.1,15.3,1.99,5.4,388,Poor
36.4,78,31.2,47.9,30.4,6.8,2.07,4.4,656,Poor
41.9,98.7,99.2,115.1,54.9,20.5,2.62,3,708,Hazardous
24.3,49,14.6,21.3,21.8,5.4,0.96,11.8,441,Good
23.4,65.6,8.9,10,27,6.3,1.03,10.5,322,Good
22.6,74.6,3.4,16,17.5,4.9,1.6,6.2,718,Moderate
25.6,73.6,4.9,9.3,23.1,-0.1,1.08,18.8,547,Good
29.5,62.5,55.2,63.2,30.6,25.9,1.84,3.4,688,Poor
31.6,86.5,17.9,23.5,28,8.6,1.72,5.4,370,Moderate
46.4,85.3,11,31.5,49.6,11.5,2.89,8.4,848,Hazardous
30,67.1,47.1,61.3,22.1,7.3,1.82,5.7,639,Moderate
20.2,47,10.4,16.1,12.3,1.7,1.14,12.3,215,Good
20,78.2,1.8,5.5,13.9,7.8,1.03,11.1,560,Good
36.1,70.2,19.1,37.6,27.8,20.7,2.21,3.9,454,Poor
27,65.3,96.9,109.7,22.4,9.9,1.62,5.5,414,Moderate
25.6,69.6,3.4,9.3,23,6,0.73,10.2,554,Good
24.9,64.5,14.8,20.2,13.2,6.4,1.11,11.5,609,Good
30.2,49.8,0.7,8,30.5,7.2,1.56,5.9,706,Moderate
22.3,60.5,17.2,23.1,16.2,5.7,1.07,11.2,586,Good
17.5,51.6,7.5,22.3,18.4,16.8,1.56,10.7,284,Moderate
19.3,46.8,22.4,25,13.5,5.3,1.17,10.3,230,Good
23.8,70.3,0.8,12.7,17.8,11.1,1.42,5.5,606,Moderate
36.1,84.1,25.6,42,35.7,14.7,2.39,5.3,444,Poor
31.4,69.4,11.1,28.2,27.4,17.7,2.02,5.8,400,Poor
24.6,73.2,9.4,10.1,25.5,8.8,0.77,17.8,384,Good
44.9,100.1,4.9,29.7,42,9.1,3.11,4.5,600,Hazardous
26.3,52.6,3.7,8.9,27.3,7.8,1.03,10.8,246,Good
28.6,86.6,8.7,20.7,18.6,6.9,1.79,8.3,483,Moderate
36.7,82.4,9.6,18.8,27.3,23.2,1.7,4.3,598,Poor
22,47.7,2.9,6,16.3,7,0.9,13.9,379,Good
46.8,117.3,21.6,29.6,25.3,26.7,2.31,6.4,712,Hazardous
27.5,61,41.9,58.8,26,12,1.6,5.6,488,Moderate
30.3,72.1,11.3,33.6,34.4,15.1,2,5,726,Poor
28.9,58.3,2.7,11.8,22.8,5.2,1.39,8.9,449,Moderate
37.1,83,22.5,36.4,34.9,16.7,1.97,5.5,464,Poor
22.7,53.6,1.5,4.5,23.8,3.3,1.06,12,359,Good
27.4,78.8,26,28.3,20,2.1,0.99,11.1,486,Good
26.4,76.1,36.5,40.9,31.7,15.2,2.09,6.8,472,Poor
30.2,74.5,19.8,54.1,39.9,25.7,2.29,6.4,655,Hazardous
26.8,72.2,1,11.3,21.8,12.5,1.41,6,602,Moderate
38,94.7,16,35.7,30.4,11.7,2.26,4.8,574,Poor
21.8,56.2,8.4,12.5,15.8,4,1.05,10.1,373,Good
24.9,60.1,8.8,16.7,22.5,2.6,0.97,15.5,589,Good
27.2,60.6,16.5,23.5,30.5,9,1.69,6.6,382,Moderate
35.9,61,8.3,18,21.4,16.3,1.41,11.6,613,Moderate
20.6,78.2,6.5,21.6,41.6,7.4,2.71,4.8,721,Hazardous
49.9,101.3,34.6,51.9,47.7,17.8,2.72,3.3,795,Hazardous
36.2,76.4,35.3,47.4,30.3,9.9,1.54,6.5,309,Moderate
31.3,80.8,79.4,92.1,24.1,8,1.58,7.6,624,Moderate
26.3,46.7,1.4,4.3,12.2,3.4,1.04,11.3,193,Good
30.6,57.8,24.3,31.5,15.4,19.9,1.48,5.4,502,Moderate
37.3,75.5,12.5,21.1,18.3,9.7,1.49,8.9,622,Moderate
28.7,67.6,34.5,44.7,17.3,17.4,1.36,10.1,499,Moderate
25.8,65.3,27.6,32.9,15.2,7.2,1.12,10.4,287,Good
35.5,76.3,9.5,23,23.6,6.8,1.76,5.2,579,Moderate
22.5,48.6,0.8,6.2,12.9,8,1.02,10.5,354,Good
29.2,72.2,6.9,13.4,20.9,7.7,0.97,13.4,362,Good
